"ITEM_NAME","DRUG_SHAPE","COLOR_CLASS","CHART","LINE_FRONT","LINE_BACK"
"디크리핀서방정5밀리그램(펠로디핀)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"발사로딘정5/160밀리그램","타원형","주황","어두운 노란색의 타원형 필름코팅정","null","null"
"발사로딘정5/80밀리그램","원형","주황","어두운 노란색의 원형 필름코팅정","null","null"
"발사로딘정10/160밀리그램","타원형","주황","밝은 노란색의 타원형 필름코팅정","null","null"
"올메칸정10밀리그램(올메사탄메독소밀)","원형","하양","흰색의 원형 필름 코팅 정제","null","null"
"엑스핀탄정5/160밀리그램","타원형","주황","어두운 황색의 장방형 필름코팅정","null","null"
"엑스핀탄정5/80밀리그램","원형","주황","어두운 황색의 원형 필름코팅정","null","null"
"올메칸정40밀리그램(올메사탄메독소밀)","타원형","하양","흰색의 타원형 필름 코팅 정제","null","null"
"올메칸플러스정20/12.5밀리그램","원형","주황","적황색을 띠는 원형의 필름코팅정","null","null"
"엑스핀탄정10/160밀리그램","타원형","노랑","밝은 황색의 장방형 필름코팅정","null","null"
"올메칸정20밀리그램(올메사탄메독시밀)","원형","하양","흰색의 원형 필름 코팅 정제","null","null"
"유니포지정5/80밀리그램","원형","주황","어두운 황색의 원형 필름코팅정","null","null"
"유니포지정5/160밀리그램","타원형","주황","어두운 황색의 장방형 필름코팅정","null","null"
"바이올정20밀리그램(올메사탄메독소밀)","원형","하양","흰색의 원형 필름코팅정","null","null"
"프리벡정100밀리그램(이매티닙메실산염)","원형","주황","진한 노란색 내지 갈색의 원형 필름코팅정","null","-"
"디아그릴엠정1/250밀리그램","타원형","하양","흰색 장방형 필름코팅정제","null","-"
"프리벡정400밀리그램(이매티닙메실산염)","타원형","주황","진한 황색 내지 갈색의 장방형 필름코팅정","null","-"
"오메탄정10밀리그램(올메사탄메독소밀)","원형","하양","흰색의 원형 필름코팅정","null","null"
"오메탄플러스정20/12.5밀리그램","원형","주황","연한 주황색을 띠는 원형의 필름코팅정","null","null"
"오메탄정40밀리그램(올메사탄메독소밀)","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"오메탄정20밀리그램(올메사탄메독소밀)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"피타큐정4밀리그램(피타바스타틴칼슘)","원형","분홍","중앙에 선이 있는 담황색의 원형 필름코팅정","null","-"
"엘피도그렐정(클로피도그렐황산염)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"보리슨정0.3밀리그램(보글리보스)","원형","하양","흰색 또는 연한황색의 원형 정제","null","null"
"유로프로정(프로피베린염산염)","원형","하양","냄새가 없는 흰색의 편평구형의 필름코팅정","null","null"
"프로시정(피나스테리드)","팔각형","분홍","양면이 볼록한 팔각형 모양의 황갈색 필름코팅정제","null","null"
"경보세프프로질정250밀리그램(세프프로질수화물)","타원형","분홍","연주황색의 장방형 필름코팅정제","null","null"
"바이타비정","원형","분홍","분홍색의 원형 정제","null","null"
"펜톡나제정(칼리디노게나제)","원형","하양","흰색의 원형 장용성 필름코팅정","null","null"
"탐소신서방정0.2mg(탐스로신염산염)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"킹드론디정","타원형","하양","흰색 내지 회백색의 장방형 정제","null","null"
"세비스타정5/40밀리그램","원형","노랑","연한 노란색의 원형 필름코팅정제","null","null"
"세비스타정5/20밀리그램","원형","하양","흰색의 원형 필름코팅정제","null","null"
"젠트라셋세미정","장방형","노랑","연한 황색의 장방형 필름코팅정","null","null"
"클리마졸질정(클로트리마졸)","기타","하양","흰색의 장방형 질정","null","null"
"아보탄연질캡슐0.5밀리그램(두타스테리드)","장방형","노랑","무색 투명한 내용물이 든 불투명한 흐린 노란색의 장방형 연질캡슐제","null","null"
"아이언맘서방정(건조황산제일철)","원형","갈색","담갈색의 원형 필름코팅정","null","null"
"칼디벡스츄어블정","원형","하양","흰색 원형의 씹어먹는 정제","null","null"
"키아제정(스트렙토키나제·스트렙토도르나제)","원형","분홍","담홍색의 원형 정제","null","-"
"까스앤프리츄정80밀리그램(시메티콘)","원형","하양","흰색의 씹어먹는 원형 정제","null","-"
"후리패스캡슐(실로도신)","장방형","하양","흰색 내지 연한 황백색의 과립 또는 분말이 든 상하부 불투명 흰색의 경질캡슐제","null","null"
"에어클란CR정(아세클로페낙)","타원형","하양","흰색의 양면이 볼록한 장방형 필름코팅정","null","null"
"유니트렉세이트정10밀리그램(메토트렉세이트)(수출용)(수출명:Methotrexate-VBH Tabs. 10mg, ALLTREX Tabs. 10mg)","원형","노랑","황색의 원형 정제","-","null"
"카르엘정(L-카르니틴)","원형","하양","흰색의 원형 필름코팅정","null","null"
"헬스칼정","원형","연두","엷은 녹색의 원형 필름 코팅정.","null","null"
"로수리딘정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"로수리딘정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정제","null","null"
"베아비오캡슐(바실루스리케니포르미스균)","장방형","하양","흰색의 분말이 든 상부 하부 흰색의 캡슐제","null","null"
"아바틴정20mg(아토르바스타틴칼슘삼수화물)","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"젤잔즈정5밀리그램(토파시티닙시트르산염)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"투엑스비정","장방형","빨강","갈색의 장방형 필름코팅정","null","null"
"알부린연질캡슐","타원형","빨강","황갈색의 유상물질이 든 양면 암갈색의 연질캡슐제","null","null"
"브레콜연질캡슐","타원형","주황, 투명","무색 또는 오렌지색의 내용물을 함유한 오렌지색의 투명한 장방형 연질캡슐","null","null"
"브레코프연질캡슐","타원형","초록, 투명","무색 또는 연한 청록색의 투명한 내용물이 든 연청록색의 투명한 장방형 연질캡슐","null","null"
"투엑스비프리미엄정","장방형","갈색","갈색의 장방형 필름코팅정","null","null"
"엠피코연질캡슐","타원형","초록, 투명","무색 내지 연한청록색의 투명한 내용물을 함유한 연청록색의 장방형 연질캡슐","null","null"
"크래시드정250밀리그램(클래리트로마이신)","장방형","노랑","황색의 장방형 필름코팅정","null","null"
"크래시드정500밀리그램(클래리트로마이신)","장방형","노랑","황색의 장방형 필름코팅정","null","null"
"유파딘정(애엽95%에탄올연조엑스(20→1))","타원형","연두","녹색의 타원형 필름코팅정제","null","null"
"리포티민에이취알정600밀리그램(티옥트산)","장방형","연두","황녹색의 장방형 필름코팅정","null","null"
"세비듀오정10/40밀리그램","원형","갈색","적갈색의 원형 필름코팅정제","null","null"
"세비듀오정5/40밀리그램","원형","노랑","연한 노란색의 원형 필름코팅정제","null","null"
"세비듀오정5/20밀리그램","원형","하양","흰색의 원형 필름코팅정제","null","null"
"로탄정(로사르탄칼륨)","타원형","하양","흰색의 타원형 필름코팅정","null","-"
"플루날정150mg(플루코나졸)","타원형","분홍","분홍색의 장방형 정제","null","null"
"클래린정(클래리트로마이신)","타원형","노랑","황색 타원형 필름코팅정제","null","null"
"폴가정(폴산)","원형","노랑","노란색의 원형 정제","null","null"
"아트민정(펜터민염산염)","기타","하양","흰색의 땅콩모양 정제","-","null"
"알비코정","원형","하양","흰색의 원형의 필름코팅정제","null","null"
"아몰비카정5/20mg","원형","하양","흰색의 원형 필름코팅정제","null","null"
"실버세린정(콜린알포세레이트)","타원형","주황","담황색의 장방형 필름코팅정","-","null"
"아몰비카정5/40mg","원형","노랑","연한 노란색의 원형의 필름코팅정","null","null"
"아몰비카정10/40mg","원형","갈색","적갈색 원형의 필름코팅정","null","null"
"클래스로신정500mg(클래리트로마이신)","타원형","연두","노란색의 타원형 필름코팅정","null","null"
"카노아연질캡슐(콜린알포세레이트)","타원형","갈색","무색투명의 점조한 액을 넣은 담황색을 띤 타원형의 연질캡슐제","null","null"
"부로피온정(부프로피온염산염)","원형","분홍","분홍색의 원형 필름코팅정","null","-"
"로슈바스틴정10밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"씨엠두타연질캡슐0.5mg(두타스테리드)","장방형","노랑","무색 투명한 내용물이 들어있는 미황색의 투명한 타원형 연질캡슐","null","null"
"위드디정","장방형","연두","녹색의 장방형 필름코팅 삼중정","null","null"
"에소프라졸정40밀리그램(에스오메프라졸마그네슘삼수화물)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"에소프라졸정20밀리그램(에스오메프라졸마그네슘삼수화물)","원형","분홍","연분홍색의 원형 필름코팅정","null","null"
"에프라민정40밀리그램(에스오메프라졸마그네슘이수화물)","원형","분홍","분홍색의 원형 필름코팅정","null","null"
"모사굿정(모사프리드시트르산염이수화물)","장방형","하양","흰색의 장방형 필름코팅정","null","-"
"삼천당두타스테리드연질캡슐0.5밀리그램","장방형","노랑","무색 투명한 내용물이 든 불투명한 흐린 노란색의 장방형 연질캡슐제","null","null"
"알바스테인캡슐(에르도스테인)","장방형","초록","흰색의 분말이 들어있는 상부 초록색, 하부 미황색의 경질캡슐제","null","null"
"엘카르씬정(L-카르니틴)","원형","하양","흰색의 원형필름코팅정","null","null"
"아보타스연질캡슐(두타스테리드)","장방형","노랑","무색 투명한 내용물이 들어 있는 미황색의 투명한 타원형 연질캡슐","null","null"
"두타젠연질캡슐0.5밀리그램(두타스테리드)","장방형","노랑","무색 투명한 내용물이 든 불투명한 흐린 노란색의 장방형 연질캡슐제","null","null"
"데스민정0.1밀리그램(데스모프레신아세트산염)","원형","하양","흰색의 원형 정제","null","null"
"실로신캡슐4밀리그램(실로도신)","장방형","하양","흰색 내지 연한 황백색의 과립 또는 분말이 든 상하부 불투명 흰색의 경질캡슐제","null","null"
